Target_ID,Ground_Truth_Label,Prob_1D,Prob_2D,Delta
83,1,1.0699535e-31,3.6257148e-07,3.6257148e-07
84,1,7.948784e-34,4.4363838e-07,4.4363838e-07
85,1,3.3711003e-32,7.366928e-06,7.366928e-06
86,1,2.726958e-27,6.5426735e-07,6.5426735e-07
87,1,2.2718608e-36,6.088315e-07,6.088315e-07
88,1,3.0494055e-33,1.3968479e-06,1.3968479e-06
89,1,6.041573e-29,5.66128e-07,5.66128e-07
90,1,1.4504451e-25,3.5321693e-07,3.5321693e-07
91,1,1.9586367e-30,7.105852e-07,7.105852e-07
92,1,7.169538e-22,5.70219e-07,5.70219e-07
93,1,3.9193732e-31,3.7584223e-07,3.7584223e-07
94,1,6.2411715e-32,6.015972e-07,6.015972e-07
95,1,1.1248978e-28,3.9178067e-07,3.9178067e-07
96,1,3.625942e-27,3.7394202e-06,3.7394202e-06
97,1,9.910394e-27,3.7034576e-07,3.7034576e-07
98,1,1.1177247e-27,3.3962127e-07,3.3962127e-07
99,1,1.2875904e-31,2.6998655e-06,2.6998655e-06
100,1,1.2714555e-29,2.5877835e-06,2.5877835e-06
101,1,5.002046e-32,8.3137263e-07,8.3137263e-07
102,1,1.3529012e-34,3.4539196e-06,3.4539196e-06
103,1,1.2443748e-27,7.0049265e-07,7.0049265e-07
104,1,1.4916494e-31,2.3198925e-06,2.3198925e-06
105,1,1.8790277e-26,6.040048e-07,6.040048e-07
106,1,3.236566e-34,5.390329e-07,5.390329e-07
107,1,1.4952082e-26,3.6693953e-06,3.6693953e-06
108,1,2.17935e-29,5.100202e-07,5.100202e-07
109,1,1.1307489e-28,3.7178532e-07,3.7178532e-07
110,1,3.886143e-24,4.4932602e-07,4.4932602e-07
111,1,3.8699597e-31,6.4694166e-07,6.4694166e-07
112,1,4.4174763e-31,1.9307217e-06,1.9307217e-06
113,1,1.5468665e-34,3.1218513e-06,3.1218513e-06
114,1,1.6551469e-32,5.3944945e-07,5.3944945e-07
115,1,4.4670158e-27,7.3276766e-07,7.3276766e-07
116,1,1.137243e-26,5.284791e-07,5.284791e-07
117,1,1.6197918e-34,4.686353e-07,4.686353e-07
118,1,2.3052352e-21,4.395244e-07,4.395244e-07
119,1,1.2553202e-29,6.581668e-07,6.581668e-07
120,1,4.5787724e-30,3.2370096e-07,3.2370096e-07
121,1,4.117306e-30,5.8423245e-07,5.8423245e-07
122,1,1.397048e-16,3.9278777e-07,3.9278777e-07
123,1,1.9150302e-32,9.614264e-07,9.614264e-07
124,1,5.62462e-23,6.247214e-07,6.247214e-07
125,1,3.7794306e-32,4.5352442e-07,4.5352442e-07
126,1,6.608435e-31,4.1280566e-07,4.1280566e-07
127,1,2.2991735e-30,5.847977e-07,5.847977e-07
128,1,8.1784207e-20,1.1701586e-06,1.1701586e-06
129,1,2.6243169e-30,4.5056186e-07,4.5056186e-07
130,1,4.2262403e-26,5.365808e-07,5.365808e-07
131,1,4.9402163e-36,4.5092162e-07,4.5092162e-07
132,1,4.217405e-31,4.385376e-07,4.385376e-07
133,1,1.5569199e-25,6.071008e-07,6.071008e-07
134,1,2.798411e-32,4.6037204e-07,4.6037204e-07
135,1,9.876625e-33,5.556686e-07,5.556686e-07
136,1,9.125193e-25,3.417093e-07,3.417093e-07
137,1,9.3796535e-26,5.941225e-07,5.941225e-07
138,1,5.942939e-30,4.644503e-07,4.644503e-07
139,1,8.620097e-34,4.677222e-07,4.677222e-07
140,1,1.0120157e-29,4.872372e-07,4.872372e-07
141,1,5.571085e-23,5.4186046e-07,5.4186046e-07
142,1,1.4399948e-30,6.815414e-07,6.815414e-07
143,1,1.629701e-28,4.7276504e-07,4.7276504e-07
144,1,1.2104327e-32,4.51789e-07,4.51789e-07
145,1,3.9284445e-31,7.5155765e-07,7.5155765e-07
146,1,6.8573676e-30,6.441786e-07,6.441786e-07
147,1,1.1122555e-34,7.694147e-07,7.694147e-07
148,1,3.731387e-30,4.404291e-07,4.404291e-07
149,1,1.4393475e-28,6.8005335e-07,6.8005335e-07
150,1,1.4515032e-31,4.4890115e-07,4.4890115e-07
151,1,2.1238394e-26,5.762795e-07,5.762795e-07
152,1,4.502869e-30,7.097163e-07,7.097163e-07
153,1,1.4358074e-33,3.8009347e-07,3.8009347e-07
154,1,1.34952e-34,2.7739572e-06,2.7739572e-06
155,1,1.2461868e-31,6.784287e-07,6.784287e-07
156,1,1.9281702e-28,3.0440858e-06,3.0440858e-06
157,1,1.0492496e-25,1.8388623e-06,1.8388623e-06
158,1,3.5467052e-28,2.7129047e-06,2.7129047e-06
159,1,1.2949904e-22,1.6039428e-06,1.6039428e-06
160,1,2.882796e-32,2.6160112e-06,2.6160112e-06
161,1,1.223246e-22,1.3594078e-07,1.3594078e-07
162,1,1.5471987e-32,3.6412246e-07,3.6412246e-07
163,1,1.5963851e-32,3.014118e-06,3.014118e-06
164,1,3.138801e-22,2.7214091e-06,2.7214091e-06
165,1,3.0190572e-33,5.5191566e-07,5.5191566e-07
166,1,8.236165e-32,5.258137e-07,5.258137e-07
167,1,1.0119663e-35,6.9048076e-07,6.9048076e-07
168,1,3.8498153e-25,4.7741725e-07,4.7741725e-07
169,1,1.0278165e-27,3.7123937e-07,3.7123937e-07
170,1,2.9143172e-26,4.702003e-07,4.702003e-07
171,1,3.0921856e-25,6.7822305e-07,6.7822305e-07
172,1,2.5414574e-25,2.0436313e-07,2.0436313e-07
173,1,5.41666e-38,4.550372e-07,4.550372e-07
174,1,9.326735e-34,3.3780876e-07,3.3780876e-07
175,1,3.4043985e-28,7.963833e-07,7.963833e-07
176,1,3.070916e-28,5.1667087e-07,5.1667087e-07
177,1,6.6577124e-35,2.943058e-06,2.943058e-06
178,1,1.7635416e-18,7.547964e-07,7.547964e-07
179,1,2.9840478e-23,5.7685685e-07,5.7685685e-07
180,1,1.623284e-30,5.895395e-07,5.895395e-07
181,1,1.3865716e-25,4.0063836e-07,4.0063836e-07
182,1,3.900792e-29,5.635187e-07,5.635187e-07
183,1,4.1600364e-26,6.7857496e-07,6.7857496e-07
184,1,2.7779137e-33,9.666226e-07,9.666226e-07
185,1,5.5500087e-21,3.2703742e-06,3.2703742e-06
186,1,2.7282816e-33,4.786468e-07,4.786468e-07
187,1,2.2741452e-25,4.317848e-07,4.317848e-07
188,1,6.506961e-35,1.5409823e-06,1.5409823e-06
189,1,1.0830308e-34,6.5454134e-07,6.5454134e-07
190,1,1.2220036e-32,7.8556786e-07,7.8556786e-07
191,1,1.4519037e-29,7.404663e-07,7.404663e-07
192,1,3.4799917e-27,4.2735032e-06,4.2735032e-06
193,1,5.9818245e-32,6.2779003e-07,6.2779003e-07
194,1,2.2531385e-30,5.7937535e-07,5.7937535e-07
195,1,4.0252527e-26,4.3508044e-07,4.3508044e-07
196,1,2.7454434e-35,5.56841e-07,5.56841e-07
197,1,7.172252e-28,3.0086387e-06,3.0086387e-06
198,1,1.7739922e-34,1.2937302e-06,1.2937302e-06
199,1,1.1153963e-25,2.7944286e-06,2.7944286e-06
200,1,7.058553e-35,4.3118442e-07,4.3118442e-07
201,1,6.909243e-32,1.1329103e-06,1.1329103e-06
202,1,8.3984e-28,3.4598174e-06,3.4598174e-06
203,1,4.4606707e-25,1.9641118e-07,1.9641118e-07
204,1,8.866782e-23,4.561417e-07,4.561417e-07
205,1,2.083514e-27,9.4281984e-07,9.4281984e-07
206,1,1.9365355e-29,2.7498616e-06,2.7498616e-06
207,1,1.8139717e-32,2.9063344e-07,2.9063344e-07
208,1,2.2932384e-35,9.580161e-07,9.580161e-07
209,1,5.2078745e-33,7.737341e-07,7.737341e-07
210,1,1.2138907e-26,4.3704497e-07,4.3704497e-07
211,1,2.0364766e-27,3.1494267e-07,3.1494267e-07
212,1,1.39501e-28,3.154235e-06,3.154235e-06
213,1,2.0967215e-31,9.6936276e-08,9.6936276e-08
214,1,3.144236e-26,6.160904e-07,6.160904e-07
215,1,1.5101116e-27,4.1187063e-06,4.1187063e-06
216,1,2.0006073e-30,2.7835847e-06,2.7835847e-06
217,1,1.9159654e-32,5.6099105e-07,5.6099105e-07
218,1,4.314336e-32,6.325691e-07,6.325691e-07
219,1,6.362028e-34,6.6673584e-07,6.6673584e-07
220,1,1.7840263e-30,2.7987867e-06,2.7987867e-06
221,1,0.0,6.6561523e-07,6.6561523e-07
222,1,2.4539059e-32,2.694544e-07,2.694544e-07
223,1,5.4029967e-24,4.652753e-07,4.652753e-07
224,1,5.7545626e-28,6.4170877e-07,6.4170877e-07
225,1,5.8051307e-32,5.5336665e-07,5.5336665e-07
226,1,5.029534e-27,2.681319e-06,2.681319e-06
227,1,1.0190862e-28,4.1870294e-07,4.1870294e-07
228,1,1.0088901e-28,5.9286145e-07,5.9286145e-07
229,1,1.6287796e-30,7.6331645e-07,7.6331645e-07
230,1,4.127826e-31,2.6754649e-06,2.6754649e-06
231,1,6.0182494e-29,3.4401612e-07,3.4401612e-07
232,1,8.2652915e-29,4.7559226e-07,4.7559226e-07
233,1,1.6315634e-25,3.78678e-06,3.78678e-06
234,1,5.37179e-35,3.5258924e-07,3.5258924e-07
235,1,1.7072401e-29,8.384879e-07,8.384879e-07
236,1,4.6191423e-29,2.9732223e-07,2.9732223e-07
237,1,4.211393e-31,2.2615707e-06,2.2615707e-06
238,1,4.107942e-29,4.515323e-07,4.515323e-07
239,1,2.8058292e-32,5.5894463e-07,5.5894463e-07
240,1,1.3153637e-29,7.206914e-07,7.206914e-07
241,1,5.232e-28,5.792124e-07,5.792124e-07
242,1,2.1925133e-32,0.00011539472,0.00011539472
243,1,2.795032e-22,5.038612e-06,5.038612e-06
244,1,8.9408656e-29,2.8073619e-06,2.8073619e-06
245,1,2.5510856e-31,4.2768409e-07,4.2768409e-07
246,1,9.444121e-21,2.861193e-06,2.861193e-06
247,1,3.6807038e-38,1.5901875e-07,1.5901875e-07
248,1,1.7509008e-31,2.5172287e-06,2.5172287e-06
249,1,0.00064826343,5.406722e-07,0.00064772274
250,1,3.5751462e-29,6.371086e-07,6.371086e-07
251,1,6.882526e-30,4.575956e-07,4.575956e-07
252,1,2.3082764e-32,6.3084246e-07,6.3084246e-07
253,1,5.3366006e-34,2.2820273e-06,2.2820273e-06
254,1,2.4283452e-31,4.5718258e-07,4.5718258e-07
255,1,4.4513054e-24,2.6975335e-06,2.6975335e-06
256,1,8.454566e-33,6.276434e-07,6.276434e-07
257,1,2.8873107e-30,6.683943e-07,6.683943e-07
258,1,4.3258063e-32,2.3125542e-06,2.3125542e-06
259,1,1.9666142e-26,2.6630828e-06,2.6630828e-06
260,1,2.5853739e-24,5.26215e-07,5.26215e-07
261,1,1.0752802e-24,5.1291073e-07,5.1291073e-07
262,1,2.4248327e-27,5.150233e-07,5.150233e-07
263,1,1.0035439e-27,4.274574e-07,4.274574e-07
264,1,4.1782906e-28,5.7204903e-07,5.7204903e-07
265,1,5.856223e-31,3.9279828e-07,3.9279828e-07
266,1,1.5558077e-35,3.4445416e-06,3.4445416e-06
267,1,2.1982367e-29,9.504302e-07,9.504302e-07
268,1,1.1443745e-28,4.5129076e-07,4.5129076e-07
269,1,3.1806108e-24,3.0155556e-06,3.0155556e-06
270,1,1.2333787e-33,6.493511e-07,6.493511e-07
271,1,9.448901e-31,2.4026437e-07,2.4026437e-07
272,1,1.4623648e-29,6.0031573e-07,6.0031573e-07
273,1,1.2729799e-36,2.0243445e-07,2.0243445e-07
274,1,5.522609e-16,1.0476929e-06,1.0476929e-06
275,1,9.814235e-27,9.248283e-07,9.248283e-07
276,1,1.2489461e-33,5.491708e-07,5.491708e-07
277,1,4.633688e-28,3.3349798e-07,3.3349798e-07
278,1,7.8288836e-29,4.015974e-07,4.015974e-07
279,1,4.648123e-25,6.800754e-07,6.800754e-07
280,1,2.0154966e-32,5.01732e-07,5.01732e-07
281,1,3.2903896e-29,5.641382e-07,5.641382e-07
282,1,5.889835e-29,4.803286e-07,4.803286e-07
283,1,6.2044515e-31,5.8950127e-07,5.8950127e-07
284,1,5.516886e-29,7.007258e-07,7.007258e-07
285,1,3.638602e-29,1.75686e-07,1.75686e-07
286,1,5.5755707e-24,5.5328695e-07,5.5328695e-07
287,1,3.4064805e-33,2.6087767e-07,2.6087767e-07
288,1,1.5486105e-31,5.4342536e-07,5.4342536e-07
289,1,3.5776272e-31,7.2260804e-07,7.2260804e-07
290,1,8.092845e-30,1.2730326e-06,1.2730326e-06
291,1,1.1365623e-33,6.5813725e-07,6.5813725e-07
292,1,4.1128704e-27,5.0632536e-07,5.0632536e-07
293,1,2.851751e-27,4.6280636e-07,4.6280636e-07
294,1,9.3946637e-32,4.5816026e-07,4.5816026e-07
295,1,1.390123e-28,3.4684822e-07,3.4684822e-07
296,1,1.4225384e-31,5.6109803e-07,5.6109803e-07
297,1,2.301589e-29,5.0900854e-07,5.0900854e-07
298,1,5.3689855e-34,7.86964e-07,7.86964e-07
299,1,1.6610217e-26,5.4741486e-07,5.4741486e-07
300,1,1.1753473e-23,1.2722754e-07,1.2722754e-07
301,1,1.0715413e-25,4.5837263e-07,4.5837263e-07
302,1,3.7251362e-26,7.057679e-07,7.057679e-07
303,1,1.5935704e-29,2.5884057e-07,2.5884057e-07
304,1,1.427434e-34,6.866484e-07,6.866484e-07
305,1,6.651527e-33,5.0707195e-07,5.0707195e-07
306,1,1.2420822e-30,4.414509e-07,4.414509e-07
307,1,8.505528e-30,2.875527e-06,2.875527e-06
308,1,3.8790557e-28,9.378017e-07,9.378017e-07
309,1,2.8356006e-33,2.4041938e-06,2.4041938e-06
310,1,1.8687285e-32,9.0044847e-07,9.0044847e-07
311,1,1.6836834e-24,3.2819608e-07,3.2819608e-07
312,1,8.576463e-14,1.5226254e-06,1.5226253e-06
313,1,1.8067896e-32,2.1564183e-06,2.1564183e-06
314,1,5.5042255e-31,5.1877066e-07,5.1877066e-07
315,1,0.0,9.757149e-07,9.757149e-07
316,1,1.0754598e-33,8.4750155e-07,8.4750155e-07
317,1,3.4314544e-27,9.152969e-07,9.152969e-07
318,1,2.1108136e-31,6.965974e-07,6.965974e-07
319,1,9.4843346e-23,3.6555953e-06,3.6555953e-06
320,1,3.5181615e-29,5.200358e-07,5.200358e-07
321,1,1.3703779e-30,3.4934297e-07,3.4934297e-07
322,1,7.357538e-27,0.00011257916,0.00011257916
323,1,1.1992442e-27,4.779557e-07,4.779557e-07
324,1,3.2384999e-37,1.584981e-06,1.584981e-06
325,1,4.2409274e-31,6.4047435e-07,6.4047435e-07
326,1,6.735383e-31,1.0541493e-06,1.0541493e-06
327,1,7.351934e-32,4.1283872e-07,4.1283872e-07
328,1,6.273407e-28,1.6783897e-06,1.6783897e-06
329,1,1.5545955e-30,6.3335136e-07,6.3335136e-07
330,1,1.2344824e-29,8.266173e-06,8.266173e-06
331,1,1.5229383e-18,5.753027e-07,5.753027e-07
332,1,1.4184067e-35,5.763488e-07,5.763488e-07
333,1,2.0110932e-27,9.0597155e-07,9.0597155e-07
334,1,1.8071187e-27,3.673082e-07,3.673082e-07
335,1,4.156667e-37,6.2300256e-07,6.2300256e-07
336,1,2.2708132e-28,2.6091598e-07,2.6091598e-07
337,1,2.2579913e-30,2.865454e-07,2.865454e-07
338,1,1.1543096e-28,3.1851656e-07,3.1851656e-07
339,1,2.344207e-31,4.9352957e-07,4.9352957e-07
340,1,1.811303e-32,3.900698e-07,3.900698e-07
341,1,1.0601887e-34,7.038468e-07,7.038468e-07
342,1,8.624298e-29,4.5564954e-07,4.5564954e-07
343,1,3.3060309e-28,7.765638e-07,7.765638e-07
344,1,3.7763013e-33,7.8190254e-07,7.8190254e-07
345,1,1.9733962e-30,5.906075e-07,5.906075e-07
346,1,1.34176e-25,2.1673623e-07,2.1673623e-07
347,1,3.280517e-27,5.1236907e-07,5.1236907e-07
348,1,1.7808105e-29,4.8943394e-07,4.8943394e-07
349,1,1.0713698e-32,6.4861086e-07,6.4861086e-07
350,1,6.6670856e-29,5.515263e-07,5.515263e-07
351,1,5.113543e-31,5.4294253e-07,5.4294253e-07
352,1,2.4653476e-29,7.048981e-07,7.048981e-07
353,1,1.4206221e-34,1.116475e-07,1.116475e-07
354,1,3.0082932e-35,1.408483e-06,1.408483e-06
355,1,1.6302994e-12,4.898122e-07,4.8981053e-07
356,1,7.0770914e-23,4.877649e-07,4.877649e-07
357,1,6.56556e-26,2.7004937e-06,2.7004937e-06
358,1,5.601733e-30,6.1323163e-07,6.1323163e-07
359,1,1.3331378e-32,5.1761526e-07,5.1761526e-07
360,1,5.81433e-31,1.0447415e-06,1.0447415e-06
361,1,5.7639882e-36,2.901441e-07,2.901441e-07
362,1,8.921744e-30,5.141213e-07,5.141213e-07
363,1,7.95844e-32,5.5232005e-07,5.5232005e-07
364,1,3.2633828e-33,5.325296e-07,5.325296e-07
365,1,1.9985783e-30,3.7025045e-06,3.7025045e-06
366,1,6.669012e-31,4.9019206e-07,4.9019206e-07
367,1,1.3824846e-24,5.8286344e-07,5.8286344e-07
368,1,5.460225e-31,8.3548497e-07,8.3548497e-07
369,1,2.3697369e-35,4.1752944e-07,4.1752944e-07
370,1,8.756014e-33,4.9890355e-07,4.9890355e-07
371,1,7.983e-34,7.594506e-07,7.594506e-07
372,1,3.3575733e-32,4.563775e-07,4.563775e-07
373,1,1.3297335e-27,3.901312e-07,3.901312e-07
374,1,3.5226818e-32,8.030368e-07,8.030368e-07
375,1,3.0393385e-32,5.4011457e-07,5.4011457e-07
376,1,3.344935e-22,1.7640153e-07,1.7640153e-07
377,1,5.2379073e-30,0.00010619299,0.00010619299
378,1,3.2441617e-30,5.170677e-07,5.170677e-07
379,1,3.9427076e-23,6.373869e-07,6.373869e-07
380,1,1.4007165e-20,2.59599e-07,2.59599e-07
381,1,7.816366e-25,3.941683e-07,3.941683e-07
382,1,2.4662684e-23,1.0923015e-06,1.0923015e-06
383,1,3.1406996e-26,2.5271822e-06,2.5271822e-06
384,1,8.840648e-28,2.0865114e-06,2.0865114e-06
385,1,2.1678807e-30,3.0047192e-07,3.0047192e-07
386,1,1.1195945e-34,4.9700117e-07,4.9700117e-07
387,1,5.3962817e-31,3.5437226e-06,3.5437226e-06
388,1,6.444328e-31,3.9047322e-07,3.9047322e-07
389,1,1.09665115e-32,6.2952387e-07,6.2952387e-07
390,1,1.4249516e-29,6.74289e-07,6.74289e-07
391,1,8.26965e-27,4.2534375e-06,4.2534375e-06
392,1,3.744137e-21,2.1879757e-06,2.1879757e-06
393,1,2.3367705e-30,2.6042871e-06,2.6042871e-06
394,1,5.2115833e-36,4.5651555e-07,4.5651555e-07
395,1,2.7663022e-26,5.9385394e-07,5.9385394e-07
396,1,3.710336e-31,4.822578e-07,4.822578e-07
397,1,2.5164343e-24,2.1354294e-06,2.1354294e-06
398,1,1.8823323e-29,2.6605596e-07,2.6605596e-07
399,1,8.917894e-24,5.085432e-07,5.085432e-07
400,1,3.8107707e-26,2.1503297e-07,2.1503297e-07
401,1,1.3009584e-27,3.892337e-07,3.892337e-07
402,1,8.4725764e-35,6.200945e-07,6.200945e-07
403,1,3.3492877e-30,6.342091e-07,6.342091e-07
404,1,3.4146382e-18,2.8716845e-06,2.8716845e-06
405,1,4.3216727e-29,2.237652e-06,2.237652e-06
406,1,1.4522079e-30,3.626714e-07,3.626714e-07
407,1,2.4715363e-35,3.5967178e-06,3.5967178e-06
408,1,7.8391246e-24,6.834498e-07,6.834498e-07
409,1,6.7945304e-31,5.279195e-07,5.279195e-07
410,1,4.9577306e-38,3.2550386e-07,3.2550386e-07
411,1,7.888961e-29,4.5885898e-07,4.5885898e-07
412,1,1.8157643e-33,3.161922e-07,3.161922e-07
413,1,2.1079515e-29,5.7453445e-07,5.7453445e-07
414,1,3.9999003e-28,7.302521e-07,7.302521e-07
415,1,3.8429625e-25,5.185862e-07,5.185862e-07
416,1,9.366208e-33,5.6099856e-07,5.6099856e-07
417,1,3.118999e-30,6.635465e-07,6.635465e-07
418,1,2.8178974e-31,5.780199e-07,5.780199e-07
419,1,5.322435e-33,1.5164521e-06,1.5164521e-06
420,1,1.1062512e-26,2.4218027e-06,2.4218027e-06
421,1,1.0103484e-31,5.968769e-07,5.968769e-07
422,1,1.0098322e-31,2.737836e-07,2.737836e-07
423,1,4.452307e-32,6.292634e-07,6.292634e-07
424,1,5.5366644e-28,2.0464945e-06,2.0464945e-06
425,1,1.0329204e-31,7.3538814e-07,7.3538814e-07
426,1,7.952274e-33,2.946487e-06,2.946487e-06
427,1,2.5955015e-25,3.1756463e-06,3.1756463e-06
428,1,8.030411e-32,4.4072823e-07,4.4072823e-07
429,1,1.5152666e-31,8.90094e-08,8.90094e-08
430,1,1.2562089e-33,5.2281854e-07,5.2281854e-07
431,1,6.008261e-32,4.391402e-07,4.391402e-07
432,1,1.991175e-29,1.0849668e-06,1.0849668e-06
433,1,5.617834e-27,7.61968e-07,7.61968e-07
434,1,3.934303e-26,4.8323153e-07,4.8323153e-07
435,1,1.0985471e-26,9.875487e-07,9.875487e-07
436,1,1.2145569e-27,6.582195e-07,6.582195e-07
437,1,1.1099288e-26,3.3789962e-07,3.3789962e-07
438,1,2.508403e-24,6.8387624e-07,6.8387624e-07
439,1,3.6345677e-35,5.612634e-07,5.612634e-07
440,1,4.1141306e-32,4.7311818e-07,4.7311818e-07
441,1,6.306275e-37,6.173579e-07,6.173579e-07
442,1,2.2918643e-28,9.5048466e-07,9.5048466e-07
443,1,7.9045046e-29,3.01675e-07,3.01675e-07
444,1,7.3181715e-29,3.2362996e-07,3.2362996e-07
445,1,1.8076303e-18,1.9145332e-06,1.9145332e-06
446,1,6.1441033e-33,3.929429e-07,3.929429e-07
447,1,2.781538e-35,5.7235576e-07,5.7235576e-07
448,1,2.38302e-25,2.3214095e-07,2.3214095e-07
449,1,3.2206784e-26,9.655016e-06,9.655016e-06
450,1,9.880059e-32,5.8176056e-07,5.8176056e-07
451,1,7.0323966e-29,4.2226867e-07,4.2226867e-07
452,1,6.5366085e-30,3.820803e-06,3.820803e-06
453,1,4.1865645e-31,9.3707746e-07,9.3707746e-07
454,1,1.0163769e-27,2.4963588e-06,2.4963588e-06
455,1,4.8701268e-27,5.900271e-07,5.900271e-07
456,1,1.0639597e-20,2.1272424e-06,2.1272424e-06
457,1,1.5503228e-26,8.1079514e-07,8.1079514e-07
458,1,1.4328733e-27,6.8953057e-07,6.8953057e-07
459,1,1.4791043e-17,4.9913723e-07,4.9913723e-07
460,1,9.367012e-22,6.575318e-07,6.575318e-07
461,1,4.803374e-34,7.248802e-07,7.248802e-07
462,1,8.0001824e-29,2.566583e-06,2.566583e-06
463,1,8.496448e-23,2.6348025e-07,2.6348025e-07
464,1,5.0722223e-23,4.2409956e-05,4.2409956e-05
465,1,3.3794413e-34,5.6662594e-07,5.6662594e-07
466,1,5.5582043e-29,6.3138174e-07,6.3138174e-07
