target_id,period,true_label
10149023,9.95639775,UNKNOWN
101497191,3.64376,UNKNOWN
101520163,7.4121119,UNKNOWN
10152836,220.9290121,FALSE_POSITIVE
10153011,83.09708021,UNKNOWN
10153827,0.293630085,FALSE_POSITIVE
10153855,1.06378861,CONFIRMED
10154388,12.06222962,CONFIRMED
10155029,2.131660527,UNKNOWN
10155080,1.930451347,FALSE_POSITIVE
10155286,333.486169,UNKNOWN
10155321,15.705388,FALSE_POSITIVE
10155434,12.70636123,CONFIRMED
10156055,2.42803503,FALSE_POSITIVE
10156064,2.427967843,FALSE_POSITIVE
10156110,4.85603482,FALSE_POSITIVE
101569583,0.9907914,UNKNOWN
10157458,7.33685101,CONFIRMED
10157573,5.115750935,FALSE_POSITIVE
10158418,5.007414194,UNKNOWN
10158715,61.0011095,FALSE_POSITIVE
10158729,58.601926,CONFIRMED
101588793,7.0317936,UNKNOWN
10158990,1.096583368,FALSE_POSITIVE
101592219,5.4853379,UNKNOWN
10160922,87.487573,UNKNOWN
10161534,198.232389,FALSE_POSITIVE
10163066,462.12345,FALSE_POSITIVE
10163067,25.9136674,UNKNOWN
10164018,8.5412411,FALSE_POSITIVE
101643582,2.071333,UNKNOWN
10166274,3.353732008,CONFIRMED
101696403,1.6242109,UNKNOWN
101721385,4.627664,UNKNOWN
10186761,75.636309,UNKNOWN
10186945,0.793663156,FALSE_POSITIVE
10187017,16.145671932,CONFIRMED
10187159,7.96431492,CONFIRMED
10187563,373.60683,FALSE_POSITIVE
1018843,1.9126596,UNKNOWN
10189523,1.013922622,FALSE_POSITIVE
10189542,24.614775,FALSE_POSITIVE
10189546,24.61480613,CONFIRMED
10189557,2.93101771,FALSE_POSITIVE
10190075,11.1916199,UNKNOWN
10190777,1.411230023,CONFIRMED
10191036,1.21374652,FALSE_POSITIVE
10191056,1.21374744,FALSE_POSITIVE
10191070,1.213745575,FALSE_POSITIVE
10191449,492.23808,UNKNOWN
101929303,11.1876137,UNKNOWN
101948569,19.4723016,UNKNOWN
101955023,1.6289322,UNKNOWN
101961987,3.8149372,UNKNOWN
10196493,9.81101738,FALSE_POSITIVE
10198109,17.918743061,FALSE_POSITIVE
10198225,11.9451376,UNKNOWN
10198662,26.40805532,UNKNOWN
10199817,392.94247,FALSE_POSITIVE
10199984,198.6004,UNKNOWN
10200627,7.7016694,UNKNOWN
10201891,372.30881,FALSE_POSITIVE
10202759,0.872952088,FALSE_POSITIVE
102030574,9.94915,UNKNOWN
10203349,17.14648756,CONFIRMED
10205598,373.89398,FALSE_POSITIVE
10206675,17.40208965,FALSE_POSITIVE
102068384,2.5001361,UNKNOWN
10208477,454.244158,FALSE_POSITIVE
10208759,2.287515702,FALSE_POSITIVE
10208894,183.836254,FALSE_POSITIVE
10212441,15.0447098,CONFIRMED
10213902,59.6222627,CONFIRMED
10214162,17.42393582,CONFIRMED
10214328,659.2907,FALSE_POSITIVE
10214341,277.13367,UNKNOWN
10214873,5.959695593,FALSE_POSITIVE
10215422,24.847087207,FALSE_POSITIVE
10215869,5.017239915,FALSE_POSITIVE
102159710,4.4961387,UNKNOWN
10216045,16.88954693,FALSE_POSITIVE
102192004,4.2337078,UNKNOWN
10219288,3.381607,FALSE_POSITIVE
10219361,117.634213,FALSE_POSITIVE
102195674,4.3787302,UNKNOWN
10220837,1.962282625,CONFIRMED
10220950,158.348345,FALSE_POSITIVE
10221013,7.189379172,UNKNOWN
10221505,3.43633133,UNKNOWN
10222603,112.48226,FALSE_POSITIVE
10223615,27.25471993,FALSE_POSITIVE
10223616,29.12436474,FALSE_POSITIVE
10225800,1.423799421,FALSE_POSITIVE
10226343,0.660655454,FALSE_POSITIVE
10226420,0.660663034,FALSE_POSITIVE
102264230,4.1591512,UNKNOWN
10227020,14.78767172,CONFIRMED
10227501,2.002779769,FALSE_POSITIVE
10227863,5.14072621,FALSE_POSITIVE
10227881,5.14108479,FALSE_POSITIVE
102283403,3.52985,UNKNOWN
10228942,21.025447023,FALSE_POSITIVE
10230571,123.11494773,FALSE_POSITIVE
10232123,1.343767797,FALSE_POSITIVE
10232693,0.990516282,FALSE_POSITIVE
10252275,14.8638496,CONFIRMED
10253547,59.9809868,CONFIRMED
10253638,7.4539297,FALSE_POSITIVE
10253977,392.601892,UNKNOWN
102542376,2.9532479,UNKNOWN
10257229,5.75651958,UNKNOWN
10257903,0.85574731,FALSE_POSITIVE
10258558,20.867855659,FALSE_POSITIVE
10259029,7.061149921,FALSE_POSITIVE
10259031,7.06115081,FALSE_POSITIVE
10259301,244.83274973,FALSE_POSITIVE
1025986,275.07365,UNKNOWN
1026032,8.460438928,FALSE_POSITIVE
10263598,145.750554,FALSE_POSITIVE
10264202,0.517573708,FALSE_POSITIVE
10264293,20.9525604,UNKNOWN
10264660,6.790120801,CONFIRMED
10265602,165.3447044,UNKNOWN
10265898,1.260258822,CONFIRMED
10266615,10.94026745,CONFIRMED
10266852,179.27230765,FALSE_POSITIVE
10266860,2.17813954,FALSE_POSITIVE
10267121,36.136968,FALSE_POSITIVE
102672709,6.7053949,UNKNOWN
10268714,452.65206,FALSE_POSITIVE
10268809,24.70932686,FALSE_POSITIVE
10268903,1.103978,FALSE_POSITIVE
10268907,1.103971357,FALSE_POSITIVE
1026957,21.76129812,CONFIRMED
102713734,3.397862,UNKNOWN
10271691,63.909601,FALSE_POSITIVE
10271806,5.924993927,CONFIRMED
102719996,9.7938352,UNKNOWN
10272389,4.56447463,FALSE_POSITIVE
10272442,24.5434566,CONFIRMED
10272640,3.770551475,CONFIRMED
10272858,584.55603,UNKNOWN
102734241,10.9048392,UNKNOWN
10273903,372.54353,FALSE_POSITIVE
10274244,13.68369259,FALSE_POSITIVE
1027438,110.61576622,FALSE_POSITIVE
10275074,2.181555909,FALSE_POSITIVE
10275077,363.35755,FALSE_POSITIVE
10275766,0.661749944,FALSE_POSITIVE
10275805,112.645961,FALSE_POSITIVE
10275880,9.72675447,FALSE_POSITIVE
10275887,9.726748645,FALSE_POSITIVE
102808276,3.1420495,UNKNOWN
10281221,0.582895412,UNKNOWN
10281311,234.66319186,FALSE_POSITIVE
102840239,11.1972769,UNKNOWN
10284575,173.06929,FALSE_POSITIVE
102846772,10.2515829,UNKNOWN
102848207,1.0358225,UNKNOWN
10285631,18.68405716,CONFIRMED
10287242,22.34213536,UNKNOWN
10287248,4.722254104,FALSE_POSITIVE
10287723,129995.7784,UNKNOWN
10288922,10.157715971,FALSE_POSITIVE
10289119,16.10474503,CONFIRMED
10290021,3.72920972,UNKNOWN
10290447,0.691561191,FALSE_POSITIVE
10290666,5.45849914,CONFIRMED
10291589,7.08757462,UNKNOWN
10292000,200.83849979,FALSE_POSITIVE
10292238,143.1188694,FALSE_POSITIVE
10292465,1.35337091,FALSE_POSITIVE
10292540,1.085229874,FALSE_POSITIVE
10294465,199.99763493,FALSE_POSITIVE
10294509,1.85447373,FALSE_POSITIVE
10294608,1.854491777,FALSE_POSITIVE
10294613,1.854493861,FALSE_POSITIVE
10295951,6.810823723,UNKNOWN
10296163,9.296746368,FALSE_POSITIVE
103096524,3.2928068,UNKNOWN
10313047,4.5549553,UNKNOWN
103183399,0.7327757,UNKNOWN
10318874,2.508057497,CONFIRMED
10319341,40.1043796,FALSE_POSITIVE
10319385,0.689210173,UNKNOWN
103195323,5.5899401,UNKNOWN
10319834,70.31252504,UNKNOWN
10320341,30.114681501,FALSE_POSITIVE
10321927,321.02094,FALSE_POSITIVE
10321972,122.11555,UNKNOWN
10322797,1.213742728,FALSE_POSITIVE
103245940,3.2517862,UNKNOWN
10328393,7.62635494,CONFIRMED
10328458,2.352273912,CONFIRMED
10329196,85.7567919,CONFIRMED
10329469,55.8224775,CONFIRMED
10329835,1.52373073,CONFIRMED
10330115,13.21409607,CONFIRMED
10330495,18.060078203,FALSE_POSITIVE
10331279,225.48805,UNKNOWN
10332213,2.522590567,CONFIRMED
10332789,18.74072534,FALSE_POSITIVE
10332883,1.151166776,CONFIRMED
10336927,134.76308997,FALSE_POSITIVE
10336951,38.2292037,UNKNOWN
10337258,13.28536452,CONFIRMED
10337517,7.053934488,CONFIRMED
10338279,5.660274452,FALSE_POSITIVE
10338529,366.74866,FALSE_POSITIVE
10338624,0.607538435,FALSE_POSITIVE
10339000,69.775633,UNKNOWN
10340212,0.93374894,FALSE_POSITIVE
10340228,0.93371313,FALSE_POSITIVE
10340423,18.79418506,CONFIRMED
10341777,0.933746709,FALSE_POSITIVE
10341781,0.93371211,FALSE_POSITIVE
10341787,0.93373716,FALSE_POSITIVE
10341831,0.933749941,FALSE_POSITIVE
10341876,351.204993,FALSE_POSITIVE
10341878,0.933753371,FALSE_POSITIVE
10341905,0.93374232,FALSE_POSITIVE
10341913,0.933749106,FALSE_POSITIVE
10341917,0.93375241,FALSE_POSITIVE
10342041,0.933746515,FALSE_POSITIVE
10342065,0.93374614,FALSE_POSITIVE
10342097,0.933735579,FALSE_POSITIVE
10342248,0.93373458,FALSE_POSITIVE
10342316,0.93376962,FALSE_POSITIVE
103448870,10.2596322,UNKNOWN
10345478,14.49839316,FALSE_POSITIVE
10345862,58.28819056,FALSE_POSITIVE
10346522,3.989144446,FALSE_POSITIVE
10350571,31.5925809,CONFIRMED
10351231,7.6746614,CONFIRMED
10351767,0.635069939,FALSE_POSITIVE
10351947,260.446151,UNKNOWN
10352333,1.570592397,UNKNOWN
10352603,32.77897303,FALSE_POSITIVE
10352938,6.47173281,FALSE_POSITIVE
10352945,6.47179275,FALSE_POSITIVE
10353968,9.07098164,CONFIRMED
10354039,64.617518,CONFIRMED
10356124,12.3748247,FALSE_POSITIVE
10356840,242.484764,FALSE_POSITIVE
10357040,46.882525,FALSE_POSITIVE
10357831,1.72153588,FALSE_POSITIVE
10358759,10.3392408,CONFIRMED
103604037,19.5202386,UNKNOWN
103605399,554.4989676,UNKNOWN
10360722,163.692336,CONFIRMED
10362031,3.2136904,FALSE_POSITIVE
10363115,59.3627946,CONFIRMED
10363233,210.899577,FALSE_POSITIVE
10363281,0.934924739,FALSE_POSITIVE
10363300,0.934926138,FALSE_POSITIVE
103633434,3.4447015,UNKNOWN
103633672,,UNKNOWN
103751498,3.7146478,UNKNOWN
103832313,4.640636,UNKNOWN
10383687,8.4879444,FALSE_POSITIVE
10383696,8.487871809,FALSE_POSITIVE
10383729,0.734548624,FALSE_POSITIVE
10384298,3.43861067,UNKNOWN
10384798,38.505224,CONFIRMED
10384962,2.879243323,FALSE_POSITIVE
10385682,3.103730697,FALSE_POSITIVE
10385708,345.7671,FALSE_POSITIVE
103865797,2.2232698,UNKNOWN
10386922,26.62941953,CONFIRMED
10386984,1.287076693,CONFIRMED
10387742,3.03267135,CONFIRMED
10387792,383.26217,UNKNOWN
10388286,1.682695938,CONFIRMED
10388451,17.1677675,UNKNOWN
10389280,375.408923,FALSE_POSITIVE
10394802,178.266978,UNKNOWN
10395381,17.6717714,CONFIRMED
10395543,3.687469832,UNKNOWN
10396708,8.50207749,UNKNOWN
10397315,2.17812769,FALSE_POSITIVE
10397751,3.4462125,CONFIRMED
10399137,385.593209,FALSE_POSITIVE
10399321,21.5819776,FALSE_POSITIVE
104022675,0.7428708,UNKNOWN
104024556,2.0219583,UNKNOWN
10403228,67.176626864,UNKNOWN
10404545,350.34114,FALSE_POSITIVE
10404582,37.8658964,CONFIRMED
10405224,0.93378068,FALSE_POSITIVE
10405482,0.93373895,FALSE_POSITIVE
10405546,0.93373718,FALSE_POSITIVE
10407020,0.933747751,FALSE_POSITIVE
10407047,0.93374699,FALSE_POSITIVE
10407054,0.933754669,FALSE_POSITIVE
10407086,0.933747395,FALSE_POSITIVE
10407191,0.93420696,UNKNOWN
10407210,0.933728755,FALSE_POSITIVE
10407221,0.933746783,FALSE_POSITIVE
10407271,0.93376738,FALSE_POSITIVE
10407430,0.933759404,FALSE_POSITIVE
10407464,0.93373711,FALSE_POSITIVE
10407482,6.30558387,CONFIRMED
10414727,91.20573037,FALSE_POSITIVE
10415227,2.9322509,FALSE_POSITIVE
104153474,5.0458476,UNKNOWN
10416390,215.737826,FALSE_POSITIVE
10417704,3.0082548,FALSE_POSITIVE
10418224,6.8731664,CONFIRMED
10418797,23.355341391,FALSE_POSITIVE
10419108,507.48249,FALSE_POSITIVE
10419211,11.521446064,FALSE_POSITIVE
10419312,2.493237866,FALSE_POSITIVE
104195270,3.6859958,UNKNOWN
10419797,87.140633,FALSE_POSITIVE
10420279,45.43324862,FALSE_POSITIVE
10420301,45.4333769,FALSE_POSITIVE
104208182,3.6985817,UNKNOWN
10422852,1.398890216,FALSE_POSITIVE
1042432,746.9545356,UNKNOWN
10425070,363.97165,FALSE_POSITIVE
10426656,6.05729966,CONFIRMED
10427700,0.616386349,FALSE_POSITIVE
10450504,17.9908273,UNKNOWN
10452252,34.573718512,UNKNOWN
10453009,30.9771151,UNKNOWN
10453588,68.8861017,CONFIRMED
10454313,4.221626193,CONFIRMED
10454401,12.180721266,FALSE_POSITIVE
10454632,20.16037858,CONFIRMED
10459749,19.11280242,UNKNOWN
10459805,461.13781,FALSE_POSITIVE
10460629,856.672115,UNKNOWN
10460984,10.94577783,CONFIRMED
10461045,385.97241,FALSE_POSITIVE
10462462,0.85581563,FALSE_POSITIVE
10462826,50.467024395,FALSE_POSITIVE
10464050,4.469754641,CONFIRMED
10464078,19.40393776,FALSE_POSITIVE
10464199,198.11309,UNKNOWN
10464666,131.73630485,FALSE_POSITIVE
10467714,58.7488629,UNKNOWN
10467815,371.17573,FALSE_POSITIVE
10468514,0.84986054,FALSE_POSITIVE
10468885,0.664074145,CONFIRMED
10468940,2.936527336,CONFIRMED
10470206,46.56675437,FALSE_POSITIVE
10470616,4.15713766,FALSE_POSITIVE
10470779,495.854189,UNKNOWN
10470882,0.9337491,FALSE_POSITIVE
10470993,0.93374417,FALSE_POSITIVE
10471005,0.93374635,FALSE_POSITIVE
10471055,0.9337465,FALSE_POSITIVE
10471090,0.93376089,FALSE_POSITIVE
10471113,0.933728196,FALSE_POSITIVE
10471167,0.93374073,FALSE_POSITIVE
10471174,0.93369659,FALSE_POSITIVE
10471204,0.93371631,FALSE_POSITIVE
10471243,0.93376131,FALSE_POSITIVE
10471296,0.93377253,FALSE_POSITIVE
10471345,0.9337473,FALSE_POSITIVE
10471515,3.7847507,CONFIRMED
10471621,39.7557642,UNKNOWN
10473272,17.6604653,FALSE_POSITIVE
104734832,10.327438,UNKNOWN
10480915,19.58561177,CONFIRMED
10480921,2.037440623,FALSE_POSITIVE
10480952,2.037453129,FALSE_POSITIVE
10480982,19.221388942,FALSE_POSITIVE
10481045,2.03743942,FALSE_POSITIVE
10481054,2.03742712,FALSE_POSITIVE
10482160,7.34373964,CONFIRMED
10483644,5.110771787,FALSE_POSITIVE
10484409,10.6784787,FALSE_POSITIVE
10485069,0.445277068,FALSE_POSITIVE
10485179,0.445275074,FALSE_POSITIVE
10485250,16.46983774,FALSE_POSITIVE
10485639,3.4253517,UNKNOWN
10486425,5.274819905,FALSE_POSITIVE
104866616,4.4626647,UNKNOWN
10487119,3.374684854,FALSE_POSITIVE
10487228,318.25858,UNKNOWN
10487354,2.4971198,UNKNOWN
10488450,2.683395376,FALSE_POSITIVE
10489206,4.164384505,CONFIRMED
10489345,1.003931703,CONFIRMED
10489521,3.224486463,FALSE_POSITIVE
10489525,1.612249049,FALSE_POSITIVE
10489539,19.7639874,FALSE_POSITIVE
10490960,5.682410334,FALSE_POSITIVE
10491031,2.199069234,FALSE_POSITIVE
10491044,2.1990638,FALSE_POSITIVE
10491062,2.199076661,FALSE_POSITIVE
10491525,1.09844642,FALSE_POSITIVE
10491544,22.77194512,FALSE_POSITIVE
10491554,22.77196484,FALSE_POSITIVE
10493253,89.667675,FALSE_POSITIVE
104986789,3.4580018,UNKNOWN
10507330,5.1175439,UNKNOWN
10513530,16.54967098,CONFIRMED
105135774,2.141186,UNKNOWN
10514429,20.7191626,FALSE_POSITIVE
10514430,20.71927223,FALSE_POSITIVE
10514770,1.872421727,FALSE_POSITIVE
10515564,5.0487451,UNKNOWN
10518399,2.69636494,FALSE_POSITIVE
10518424,6.7445683,FALSE_POSITIVE
10518725,19.5148412,FALSE_POSITIVE
10518735,19.515013291,FALSE_POSITIVE
10519701,334.87402,FALSE_POSITIVE
10519727,184.883155,UNKNOWN
10525027,3.27344784,CONFIRMED
10525049,15.5714121,CONFIRMED
10525077,11.006795,UNKNOWN
10526549,9.27358173,CONFIRMED
10526887,1.450889836,CONFIRMED
10527135,0.328686504,FALSE_POSITIVE
10528068,158.6850022,CONFIRMED
10531955,2.344512589,CONFIRMED
10532751,367.761848,FALSE_POSITIVE
10534155,4.32710895,UNKNOWN
10535708,177.37583,FALSE_POSITIVE
10535807,1.481655821,FALSE_POSITIVE
10535858,0.93370968,FALSE_POSITIVE
10535886,0.93376021,FALSE_POSITIVE
10535897,0.93372008,FALSE_POSITIVE
10535926,0.93373591,FALSE_POSITIVE
10535991,0.93374911,FALSE_POSITIVE
10536177,0.93372261,FALSE_POSITIVE
10536241,7.7529342,UNKNOWN
105379013,3.2956376,UNKNOWN
10538176,12.69905011,CONFIRMED
105387356,1.5163046,UNKNOWN
10544677,19.7352868,FALSE_POSITIVE
10545066,19.7830259,CONFIRMED
10546063,10.6982275,UNKNOWN
10547378,35.164087,FALSE_POSITIVE
10547685,1.388509353,FALSE_POSITIVE
10548411,107.11003503,FALSE_POSITIVE
10549023,14.36270451,CONFIRMED
10549562,9.08937826,FALSE_POSITIVE
10549576,9.089355023,FALSE_POSITIVE
10549902,1.141148847,UNKNOWN
10549924,0.715825886,FALSE_POSITIVE
10551346,1.42796645,FALSE_POSITIVE
10552151,525.757041,UNKNOWN
10552263,313.82752,UNKNOWN
10552342,7.5414411,UNKNOWN
10552611,7.0106324,CONFIRMED
10552700,0.94808587,FALSE_POSITIVE
10554421,236.09799849,UNKNOWN
10554967,0.53633519,FALSE_POSITIVE
10554999,6.400157105,CONFIRMED
10555365,5.80184753,FALSE_POSITIVE
10555375,5.80181368,FALSE_POSITIVE
10556180,1.02104719,FALSE_POSITIVE
10556578,0.626431697,FALSE_POSITIVE
10556891,70.61977122,FALSE_POSITIVE
105616091,4.2744435,UNKNOWN
105759569,1.8865581,UNKNOWN
10577994,8.1808949,CONFIRMED
10579570,216.10910854,FALSE_POSITIVE
105801221,3.0750728,UNKNOWN
10581308,425.593391,UNKNOWN
10581918,1.801863222,FALSE_POSITIVE
10583066,6.02930329,CONFIRMED
10583180,2.696370652,FALSE_POSITIVE
10583181,2.696354974,FALSE_POSITIVE
10583225,2.69634575,FALSE_POSITIVE
10583761,2.685054445,CONFIRMED
105840719,10.3088514,UNKNOWN
10584140,4.31724247,UNKNOWN
10585738,0.636424848,CONFIRMED
10585749,54.333582,UNKNOWN
10585852,8.57504983,CONFIRMED
10585887,378.65484,FALSE_POSITIVE
10586004,15.79196594,CONFIRMED
10586208,23.58444746,CONFIRMED
10586619,377.501257,UNKNOWN
10586744,21.3761817,UNKNOWN
10587105,1.980356674,CONFIRMED
10591578,44.51439331,FALSE_POSITIVE
10591855,1.574090323,CONFIRMED
10592163,14.762889172,FALSE_POSITIVE
10593535,20.9254083,CONFIRMED
10593553,5.0809743,UNKNOWN
10593626,289.864067,CONFIRMED
10593759,3.132604547,FALSE_POSITIVE
10597164,4.5638537,FALSE_POSITIVE
10597693,31.6084371,UNKNOWN
10599206,18.42794957,CONFIRMED
10599397,0.937406378,FALSE_POSITIVE
10600261,52.8148051,CONFIRMED
10600955,65.6480892,CONFIRMED
10601163,3.1318392,UNKNOWN
10601284,5.349553819,CONFIRMED
10601465,138.61227705,FALSE_POSITIVE
10601538,1.463775066,FALSE_POSITIVE
10601549,1.463773705,FALSE_POSITIVE
10601579,8.098754149,FALSE_POSITIVE
10602291,20.92735802,UNKNOWN
10604335,11.00817635,CONFIRMED
10604521,0.868122253,UNKNOWN
10604592,2.18660188,CONFIRMED
10610039,3.07365139,UNKNOWN
10611420,11.50528603,FALSE_POSITIVE
106114491,9.7216312,UNKNOWN
10613718,0.587938916,FALSE_POSITIVE
10614012,132.1331011,FALSE_POSITIVE
10614158,4.46255312,FALSE_POSITIVE
10614845,0.573762943,FALSE_POSITIVE
10615440,10.8118317,CONFIRMED
10616317,38.27772448,FALSE_POSITIVE
10616415,1.120646438,FALSE_POSITIVE
10616571,23.6731242,FALSE_POSITIVE
10616656,25.285232337,FALSE_POSITIVE
10616679,8.600099313,CONFIRMED
10616829,1.072934147,FALSE_POSITIVE
10617017,13.15140223,CONFIRMED
10617638,0.710894157,FALSE_POSITIVE
10618044,207.767894,UNKNOWN
10619109,2.045166206,FALSE_POSITIVE
10619142,2.04516705,FALSE_POSITIVE
10619192,1.485710994,CONFIRMED
10620329,0.436282594,FALSE_POSITIVE
10621666,2.61841046,FALSE_POSITIVE
106224626,3.3418892,UNKNOWN
106224627,3.3412415,UNKNOWN
106402532,4.8847937,UNKNOWN
