pl_name,hostname,pl_orbper,pl_rade,pl_masse,disc_year,discoverymethod
HATS-17 b,HATS-17,16.254611,8.709393,425.25654,2016,Transit
Kepler-20 g,Kepler-20,34.94,,,2016,Radial Velocity
Kepler-771 b,Kepler-771,8.73485836,1.82,,2016,Transit
CoRoT-20 c,CoRoT-20,1675.0,,,2018,Radial Velocity
HD 215152 d,HD 215152,10.86499,,,2018,Radial Velocity
Kepler-1493 b,Kepler-1493,15.0217983,1.41,,2016,Transit
Kepler-1185 b,Kepler-1185,104.3518976,1.33,,2016,Transit
Kepler-350 b,Kepler-350,11.189562,1.85,,2014,Transit
KMT-2023-BLG-0469L b,KMT-2023-BLG-0469L,,,39.41072247,2024,Microlensing
TOI-1693 b,TOI-1693,1.7666957,1.41,,2022,Transit
HD 20781 b,HD 20781,5.3135,,,2019,Radial Velocity
TOI-1716.01,TOI-1716,8.082376554,3.143,,2024,Transit
Kepler-62 e,Kepler-62,122.3874,1.61,36.0,2013,Transit
TOI-1803 c,TOI-1803,12.885779,4.29,8.0,2025,Transit
K2-312 c,HD 80653,921.2,,,2023,Radial Velocity
Kepler-730 c,Kepler-730,2.85188338,1.56926,,2018,Transit
Kepler-381 c,Kepler-381,13.391635,1.12,,2014,Transit
K2-117 b,K2-117,1.2916,2.03,,2017,Transit
WASP-92 b,WASP-92,2.1746742,16.376349,255.85315,2016,Transit
HD 86081 b,HD 86081,2.1378431,,,2006,Radial Velocity
K2-202 b,K2-202,3.405164,2.30165603,,2018,Transit
HD 82943 c,HD 82943,220.078,,622.603,2003,Radial Velocity
Kepler-368 b,Kepler-368,26.84768,3.26,,2014,Transit
LP 791-18 b,LP 791-18,0.9479981,1.212,,2019,Transit
Kepler-1431 b,Kepler-1431,5.86601526,1.47,,2016,Transit
Kepler-1420 b,Kepler-1420,6.69960006,1.28,,2016,Transit
Kepler-25 c,Kepler-25,12.7207,5.217,15.2,2011,Transit
Kepler-1856 b,Kepler-1856,1.302000046,1.73447868,,2021,Transit
HIP 70849 b,HIP 70849,3649.0,,1430.2278315,2009,Radial Velocity
K2-325 b,K2-325,6.93,2.2,,2020,Transit
WASP-80 b,WASP-80,3.06785234,11.197791,170.99254,2012,Transit
TOI-5126 c,TOI-5126,17.8999,3.86,,2023,Transit
Kepler-1996 b,Kepler-1996,32.376183,2.26,,2023,Transit
Kepler-120 c,Kepler-120,12.794585,1.53,,2014,Transit
Kepler-1919 b,Kepler-1919,37.88660049,2.62390658,,2021,Transit
K2-378 b,K2-378,2.060438,2.88,,2022,Transit
TOI-4010 c,TOI-4010,5.414654,5.93,20.31,2023,Transit
K2-193 b,K2-193,14.786889,3.95,,2018,Transit
Kepler-363 c,Kepler-363,7.542427,1.69,,2014,Transit
Kepler-1301 b,Kepler-1301,9.08237046,1.4,,2016,Transit
HD 23472 d,HD 23472,3.97664,0.75,0.55,2022,Transit
Kepler-204 b,Kepler-204,14.400974,2.53,,2014,Transit
HD 109988 b,HD 109988,17132.15854,,6935.33366915,2022,Radial Velocity
TOI-2583 A b,TOI-2583 A,4.5207265,14.4595851,79.45710175,2023,Transit
Kepler-1986 b,Kepler-1986,19.5489666,1.89,,2023,Transit
Kepler-25 d,Kepler-25,122.4,,71.9,2014,Radial Velocity
Kepler-589 c,Kepler-589,3.52466011,1.11727238,,2021,Transit
HD 23472 c,HD 23472,29.79749,1.87,3.41,2019,Transit
Kepler-789 b,Kepler-789,8.63847725,2.12,,2016,Transit
TOI-2096 c,TOI-2096,6.38784,1.914,,2023,Transit
K2-63 b,K2-63,20.257,3.22,,2016,Transit
HD 86065 b,HD 86065,25775.78859,,2877.30056857,2022,Radial Velocity
HD 3167 e,HD 3167,96.63,,,2022,Radial Velocity
Kepler-535 b,Kepler-535,4.903321551,2.36,,2016,Transit
KMT-2021-BLG-2478L b,KMT-2021-BLG-2478L,,,286.0455663,2023,Microlensing
GJ 433 c,GJ 433,5094.105,,,2014,Radial Velocity
Kepler-534 c,Kepler-534,7.378689766,1.227,,2021,Transit
KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,,,5700.0,2018,Microlensing
K2-55 b,K2-55,2.849258,3.82,,2016,Transit
CoRoT-20 b,CoRoT-20,9.24285,,1366.669,2011,Transit
Kepler-1073 d,Kepler-1073,2.504760027,1.48770949,,2021,Transit
Kepler-47 b,Kepler-47,49.4643,3.05,2.07,2012,Transit
Kepler-1985 b,Kepler-1985,3.42064689,2.27,,2023,Transit
KIC 8540376 c,KOI-7892,75.2,2.4,,2015,Transit
TOI-2076 d,TOI-2076,35.125686,3.43087751,29.0,2021,Transit
NGC 2682 Sand 1429 b,NGC 2682 Sand 1429,77.48,,,2024,Radial Velocity
HATS-48 A b,HATS-48 A,3.1316666,8.9672,77.23269,2020,Transit
K2-170 b,K2-170,7.576544,1.41817537,,2018,Transit
Kepler-972 b,Kepler-972,7.03932553,4.65,,2016,Transit
TOI-332 b,TOI-332,0.777038,3.2,57.2,2023,Transit
TOI-1224 c,TOI-1224,17.945466,2.884,,2024,Transit
Kepler-307 b,Kepler-307,10.4208,2.43,7.44,2013,Transit
HIP 113103 b,HIP 113103,7.610303,1.829,,2023,Transit
HIP 38594 b,HIP 38594,60.722,,,2020,Radial Velocity
Kepler-1361 b,Kepler-1361,3.57554956,0.86,,2016,Transit
HD 88072 b,HD 88072,18538.79293,,2511.79790052,2022,Radial Velocity
Kepler-80 c,Kepler-80,9.52355,2.74,6.74,2012,Transit
WASP-50 b,WASP-50,1.9551,13.069694,466.828704,2011,Transit
2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,,,4131.79,2013,Imaging
Kepler-977 b,Kepler-977,26.85328322,2.62,,2016,Transit
GJ 3138 b,GJ 3138,1.22003,,,2017,Radial Velocity
Kepler-305 e,Kepler-305,3.20538,1.7938153,,2020,Transit
HD 24064 b,HD 24064,535.59998,,,2015,Radial Velocity
TOI-2202 c,TOI-2202,24.6744,,117.27868218,2021,Transit Timing Variations
Kepler-1743 b,Kepler-1743,7.649710178,1.59887007,,2021,Transit
HD 1502 b,HD 1502,428.5,,,2011,Radial Velocity
TOI-4443.01,TOI-4443,1.8498567,1.7193265,,2024,Transit
WASP-83 b,WASP-83,4.971252,11.65736,95.349,2015,Transit
HD 11112 b,HD 11112,17244.90764,,2598.56505563,2022,Radial Velocity
Kepler-238 f,Kepler-238,50.447,2.0,13.5,2013,Transit
HIP 71135 b,HIP 71135,87.19,,,2019,Radial Velocity
TOI-1798.02,TOI-1798,0.437811822,1.464,,2024,Transit
Kepler-547 b,Kepler-547,6.010384289,4.0,,2016,Transit
Kepler-1336 c,Kepler-1336,5.77721211,1.71,,2016,Transit
HD 222076 b,HD 222076,871.0,,,2016,Radial Velocity
Kepler-882 b,Kepler-882,3.989539666,1.23,,2016,Transit
Kepler-172 d,Kepler-172,14.627119,2.25,,2014,Transit
Kepler-1828 b,Kepler-1828,10.2737999,2.11598626,,2021,Transit
11 UMi b,11 UMi,516.21997,,,2009,Radial Velocity
Kepler-1746 b,Kepler-1746,321.2120056,8.93504475,,2021,Transit
Kepler-1261 b,Kepler-1261,48.4308991,2.26,,2016,Transit
K2-26 b,K2-26,14.5665,2.67,,2016,Transit
Kepler-862 b,Kepler-862,3.148664534,2.21,,2016,Transit
HD 25912 c,HD 25912,26308.65619,,5252.75008249,2022,Radial Velocity
K2-246 b,K2-246,5.76918,3.49,,2018,Transit
KELT-21 b,KELT-21,3.6127647,17.777474,1242.7153,2018,Transit
Kepler-193 c,Kepler-193,50.697494,2.75,,2014,Transit
Kepler-1502 b,Kepler-1502,41.7083629,3.18,,2016,Transit
XO-4 b,XO-4,4.12508,14.01125,451.3186,2010,Transit
TOI-559 b,TOI-559,6.9839095,12.22899794,1910.14872607,2021,Transit
Kepler-39 b,Kepler-39,21.08721,13.9,6388.1,2011,Transit
HD 90156 b,HD 90156,49.77,,,2009,Radial Velocity
K2-19 d,K2-19,2.5081,1.11,10.0,2016,Transit
WASP-169 b,WASP-169,5.6114118,14.616536,178.30263,2019,Transit
Kepler-534 b,Kepler-534,15.95994513,2.24,,2016,Transit
TOI-2095 b,TOI-2095,17.66484,1.25,4.1,2023,Transit
K2-196 b,K2-196,48.324222,3.59970536,,2018,Transit
HD 215497 c,HD 215497,566.0,,111.23994245,2009,Radial Velocity
NGC 2682 Sand 978 b,NGC 2682 Sand 978,511.21,,,2017,Radial Velocity
Kepler-48 e,Kepler-48,982.0,,657.0,2014,Radial Velocity
HAT-P-39 b,HAT-P-39,3.54387,17.609,190.372,2012,Transit
Kepler-603 b,Kepler-603,21.05358596,2.65,,2016,Transit
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,,,23.4,2009,Microlensing
Kepler-1713 b,Kepler-1713,18.01160049,1.71673535,,2021,Transit
Kepler-1845 b,Kepler-1845,11.60649967,2.43836702,,2021,Transit
Kepler-524 b,Kepler-524,7.97419807,1.91,,2016,Transit
Kepler-386 b,Kepler-386,12.31043,1.39,,2014,Transit
Kepler-430 c,Kepler-430,110.979,1.75,,2015,Transit
Kepler-104 b,Kepler-104,11.427548,3.1,,2014,Transit
Kepler-191 b,Kepler-191,9.939632,1.34,,2014,Transit
HD 93385 c,HD 93385,13.18,,,2021,Radial Velocity
K2-27 b,K2-27,6.771315,4.48,30.9,2016,Transit
Kepler-1500 b,Kepler-1500,15.0330105,1.2,,2016,Transit
TOI-892 b,TOI-892,10.62656,11.99363,301.9385,2020,Transit
Kepler-324 e,Kepler-324,13.97939968,2.03862444,,2021,Transit
K2-64 b,K2-64,6.53044,2.07,,2016,Transit
HD 22532 b,HD 22532,872.6,,,2022,Radial Velocity
Kepler-748 b,Kepler-748,7.40742793,2.52,,2016,Transit
Kepler-1780 b,Kepler-1780,109.4449997,3.60600667,,2021,Transit
Kepler-616 d,Kepler-616,51.06740189,2.653,,2021,Transit
Kepler-277 c,Kepler-277,33.006,3.36,64.2,2013,Transit
K2-284 b,K2-284,4.795069,2.78,,2018,Transit
OGLE-2019-BLG-0249L b,OGLE-2019-BLG-0249L,,,2262.93825784,2023,Microlensing
Kepler-1893 b,Kepler-1893,4.179369926,1.70557445,,2021,Transit
Kepler-1265 b,Kepler-1265,6.49441289,1.35,,2016,Transit
Kepler-1311 d,Kepler-1311,197.5110016,9.65837605,,2021,Transit
Kepler-527 b,Kepler-527,13.28535633,2.84,,2016,Transit
Kepler-1363 b,Kepler-1363,2.94194094,1.25,,2016,Transit
TOI-1472 b,TOI-1472,6.36381,4.15964583,16.5,2024,Transit
HD 108202 b,HD 108202,2990.0,,953.485221,2023,Radial Velocity
Kepler-1548 b,Kepler-1548,124.828679,2.64,,2016,Transit
Kepler-197 b,Kepler-197,5.599308,1.02,,2014,Transit
Kepler-1801 b,Kepler-1801,10.44089985,2.70926154,,2021,Transit
GJ 3293 e,GJ 3293,13.2543,,,2017,Radial Velocity
GJ 411 b,GJ 411,12.9394,,,2019,Radial Velocity
NGTS-20 b,NGTS-20,54.18915,11.99360935,947.12865286,2022,Transit
CoRoT-24 c,CoRoT-24,11.759,5.0,28.0,2014,Transit
RR Cae b,RR Cae,4343.5,,,2012,Eclipse Timing Variations
K2-90 b,K2-90,13.733314,2.6,,2016,Transit
Qatar-6 b,Qatar-6,3.506195,11.903958,212.31044,2017,Transit
WASP-57 b,WASP-57,2.83891856,11.76945,204.68252,2012,Transit
TOI-1260 c,TOI-1260,7.493134,2.76,13.2,2021,Transit
CoRoT-13 b,CoRoT-13,4.03519,9.92,415.704,2010,Transit
HIP 5763 b,HIP 5763,30.014,,,2021,Radial Velocity
HD 56957 b,HD 56957,5859.08992,,1880.90851263,2022,Radial Velocity
HD 152581 b,HD 152581,686.5,,,2011,Radial Velocity
K2-188 c,K2-188,7.810253,2.83,,2018,Transit
K2-159 b,K2-159,12.42205,2.26,,2018,Transit
Kepler-1825 b,Kepler-1825,1.025869966,1.42200732,,2021,Transit
Kepler-493 b,Kepler-493,3.003876581,15.13,,2016,Transit
HD 21693 c,HD 21693,53.7357,,,2019,Radial Velocity
Kepler-649 b,Kepler-649,29.90722674,2.26,,2016,Transit
OGLE-2019-BLG-0954L b,OGLE-2019-BLG-0954L,,,4513.1633794,2021,Microlensing
Kepler-1264 b,Kepler-1264,0.968526023,1.18,,2016,Transit
KELT-8 b,KELT-8,3.24406,18.15858,209.7678,2015,Transit
HD 191939 g,HD 191939,284.0,,,2022,Radial Velocity
OGLE-2018-BLG-1212L b,OGLE-2018-BLG-1212L,,,63.5656814,2022,Microlensing
K2-58 b,K2-58,7.05254,2.68,,2016,Transit
HD 73344 d,HD 73344,5823.0,,810.46243785,2025,Radial Velocity
TOI-1685 b,TOI-1685,0.66913924,1.468,3.03,2021,Transit
Kepler-180 b,Kepler-180,13.817124,1.5,,2014,Transit
Kepler-266 c,Kepler-266,107.723601,3.89,,2014,Transit
HD 158259 e,HD 158259,7.951,,,2020,Radial Velocity
Kepler-1112 b,Kepler-1112,14.36267939,3.02,,2016,Transit
TOI-615 b,TOI-615,4.6615983,18.97680433,138.25535705,2023,Transit
Kepler-849 b,Kepler-849,394.62508,8.08167508,298.75870258,2016,Transit
Kepler-299 b,Kepler-299,2.927128,1.32,,2014,Transit
HAT-P-21 b,HAT-P-21,4.12448,12.44199,1547.8321,2010,Transit
Kepler-908 b,Kepler-908,1.340597468,1.22,,2016,Transit
Kepler-478 b,Kepler-478,13.2217576,2.71,,2016,Transit
M62H b,M62H,0.132935028,,785.03616529,2024,Pulsar Timing
Kepler-804 c,Kepler-804,9.65185017,1.14,,2016,Transit
MXB 1658-298 b,MXB 1658-298,760.0,,7532.571,2017,Eclipse Timing Variations
Kepler-256 d,Kepler-256,5.839172,2.48,,2014,Transit
Kepler-190 b,Kepler-190,2.019999,1.56,,2014,Transit
WASP-31 b,WASP-31,3.4059096,17.363,151.916,2010,Transit
HD 25463 c,HD 25463,3.04405,1.36354953,4.3,2023,Transit
K2-343 b,K2-343,2.787174,1.65,,2021,Transit
WASP-22 b,WASP-22,3.53269,13.78707,212.9461,2010,Transit
Kepler-344 c,Kepler-344,125.596809,2.95,,2014,Transit
HD 105779 b,HD 105779,2412.0,,,2022,Radial Velocity
Kepler-1143 c,Kepler-1143,210.630591,3.6,,2016,Transit
HAT-P-11 b,HAT-P-11,4.888,,,2008,Transit
K2-168 b,K2-168,15.8523,1.86,,2018,Transit
TOI-1776 b,TOI-1776,2.799868,1.21612741,1.4,2024,Transit
Kepler-666 b,Kepler-666,4.49876092,2.4,,2016,Transit
HD 35843 b,HD 35843,9.8991,,,2025,Radial Velocity
HD 64114 b,HD 64114,45.791,,,2019,Radial Velocity
K2-208 b,K2-208,4.19097,1.67462172,,2018,Transit
K2-352 c,K2-352,8.234885,1.92,,2021,Transit
HAT-P-4 b,HAT-P-4,3.056536,14.28,213.255,2007,Transit
Kepler-995 b,Kepler-995,28.26731672,2.7,,2016,Transit
Kepler-149 b,Kepler-149,29.198943,4.21,,2014,Transit
WASP-130 b,WASP-130,11.55098,9.97601,390.9309,2016,Transit
KMT-2019-BLG-1552L b,KMT-2019-BLG-1552L,,,1287.20504835,2022,Microlensing
HD 80883 b,HD 80883,6383.78352,,1748.0562385,2022,Radial Velocity
K2-136 c,K2-136,17.30713,3.0,18.1,2017,Transit
HD 222237 b,HD 222237,14892.0,,1649.52943233,2024,Radial Velocity
BD+55 362 b,BD+55 362,265.59,,,2021,Radial Velocity
Kepler-1802 c,Kepler-1802,33.13610077,2.322,,2021,Transit
Kepler-259 c,Kepler-259,36.924931,2.7,,2014,Transit
Kepler-1767 b,Kepler-1767,59.65829849,3.01299077,,2021,Transit
Kepler-605 b,Kepler-605,3.383538066,1.44,,2016,Transit
TOI-2427 b,TOI-2427,1.3060011,1.8,,2022,Transit
K2-243 b,K2-243,11.54182,2.17,,2018,Transit
HATS-32 b,HATS-32,2.8126548,14.000041,292.4036,2016,Transit
BD-08 2823 c,BD-08 2823,237.6,,,2009,Radial Velocity
L 168-9 b,L 168-9,1.40152604,1.63,4.07,2020,Transit
Kepler-194 c,Kepler-194,17.308032,2.59,,2014,Transit
Kepler-1592 b,Kepler-1592,3.05710069,1.54,,2016,Transit
HD 14067 b,HD 14067,2744.0,,4862.7746271,2014,Radial Velocity
HD 93385 d,HD 93385,45.85,,,2021,Radial Velocity
Kepler-1395 b,Kepler-1395,3.78470649,0.8,,2016,Transit
TrES-2 b,TrES-2,2.47063,15.24424,473.5667,2006,Transit
Kepler-508 b,Kepler-508,25.30889748,1.64,,2016,Transit
Kepler-931 b,Kepler-931,8.03755877,1.33,,2016,Transit
TOI-500 d,TOI-500,26.233,,,2022,Radial Velocity
Kepler-1280 b,Kepler-1280,66.5579057,1.87,,2016,Transit
Kepler-876 b,Kepler-876,5.14438011,1.43,,2016,Transit
OGLE-TR-211 b,OGLE-TR-211,3.67724,15.244,327.351,2007,Transit
Kepler-1762 b,Kepler-1762,29.53910065,2.76022913,,2021,Transit
TOI-1806.01,TOI-1806,15.1454693,3.4095367,,2024,Transit
Kepler-1673 b,Kepler-1673,33.7888,2.9355194,,2020,Transit
Kepler-1343 b,Kepler-1343,3.35183158,1.93,,2016,Transit
Kepler-389 b,Kepler-389,3.244107,1.51,,2014,Transit
MOA-2022-BLG-249L b,MOA-2022-BLG-249L,,,4.83,2023,Microlensing
Kepler-865 b,Kepler-865,14.16399294,2.49,,2016,Transit
TOI-1386 b,TOI-1386,25.8401,6.2163865,45.8,2024,Transit
Kepler-20 f,Kepler-20,19.578328,0.952,1.4,2011,Transit
Kepler-764 b,Kepler-764,7.33683936,1.64,,2016,Transit
TOI-5293 A b,TOI-5293 A,2.930289,11.9,170.4,2023,Transit
HD 216520 c,HD 216520,154.43,,,2020,Radial Velocity
WTS-1 b,WTS-1,3.352057,16.7,1274.44,2012,Transit
Kepler-1051 b,Kepler-1051,25.96200249,3.4,,2016,Transit
Kepler-1165 b,Kepler-1165,9.478522,1.55,,2016,Transit
Kepler-788 b,Kepler-788,8.39846269,2.55,,2016,Transit
Kepler-1312 b,Kepler-1312,5.448325286,2.1,,2016,Transit
Kepler-53 b,Kepler-53,18.6489525,2.89,111.0,2012,Transit
HD 190647 b,HD 190647,1176.45,,,2007,Radial Velocity
HATS-30 b,HATS-30,3.1743516,13.170575,224.38798,2016,Transit
Kepler-625 c,Kepler-625,4.1653651,1.05,,2016,Transit
Gaia-5 b,Gaia-5,358.62,,6633.07885409,2025,Astrometry
HD 50499 c,HD 50499,8619.9,,,2019,Radial Velocity
SWEEPS-4 b,SWEEPS-4,4.2,9.079,1207.7,2006,Transit
Kepler-1057 b,Kepler-1057,14.08827448,3.36,,2016,Transit
K2-219 b,K2-219,3.901287,1.34762583,,2018,Transit
K2-37 c,K2-37,6.42904,2.75,,2016,Transit
Kepler-569 b,Kepler-569,34.18890521,3.16,,2016,Transit
TOI-4153 b,TOI-4153,4.6174141,16.11851425,365.50266805,2024,Transit
Kepler-1048 b,Kepler-1048,6.92101021,1.61,,2016,Transit
Kepler-1434 b,Kepler-1434,8.05333618,1.11,,2016,Transit
Kepler-104 d,Kepler-104,51.755394,3.58,,2014,Transit
HD 99492 b,HD 99492,17.0503,,,2004,Radial Velocity
Kepler-1556 b,Kepler-1556,8.82713457,1.96,,2016,Transit
Kepler-1552 b,Kepler-1552,184.771853,2.47,,2016,Transit
HD 48948 c,HD 48948,38.06,,,2024,Radial Velocity
KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,,,9.2,2022,Microlensing
Kepler-940 b,Kepler-940,59.6225257,3.34,,2016,Transit
Kepler-1120 b,Kepler-1120,2.949029052,1.38,,2016,Transit
Kepler-1924 b,Kepler-1924,15.33170033,2.65446572,,2021,Transit
HD 88986 b,HD 88986,146.05,2.49,17.2,2023,Radial Velocity
TOI-262 b,TOI-262,11.14529,2.07,,2023,Transit
Kepler-1052 b,Kepler-1052,34.8538276,2.93,,2016,Transit
Kepler-1223 b,Kepler-1223,16.301259,1.22,,2016,Transit
TOI-2570 b,TOI-2570,2.9887615,13.64132951,260.61929374,2022,Transit
HATS-4 b,HATS-4,2.516729,11.433,420.471,2014,Transit
Kepler-1274 b,Kepler-1274,6.98152703,1.42,,2016,Transit
HD 177830 b,HD 177830,410.10001,,,1999,Radial Velocity
Kepler-390 c,Kepler-390,13.060022,0.79,,2014,Transit
Kepler-1399 b,Kepler-1399,1.638653058,1.25,,2016,Transit
Kepler-754 b,Kepler-754,14.5596237,2.01,,2016,Transit
Kepler-880 c,Kepler-880,11.8061737,2.87,,2023,Transit
HAT-P-62 b,HAT-P-62,2.6453235,12.02723629,241.86741773,2021,Transit
HD 23472 f,HD 23472,12.1621839,1.137,0.77,2022,Transit
NGTS-5 b,NGTS-5,3.3569866,12.733424,72.78307,2019,Transit
HD 20794 b,HD 20794,18.314,,,2011,Radial Velocity
Kepler-1711 b,Kepler-1711,21.06080055,1.923,,2021,Transit
HD 113337 b,HD 113337,317.58639,,,2013,Radial Velocity
Kepler-956 b,Kepler-956,5.248672631,3.0,,2016,Transit
HD 28254 b,HD 28254,1333.0,,1207.7479466,2010,Radial Velocity
TOI-257 b,TOI-257,18.38818,7.16253867,43.86032017,2021,Transit
kap CrB b,kap CrB,1253.68,,,2007,Radial Velocity
HD 233604 b,HD 233604,192.0,,,2013,Radial Velocity
Kepler-276 c,Kepler-276,31.884,2.9,16.6,2013,Transit
WASP-175 b,WASP-175,3.0652907,13.540472,314.6517,2019,Transit
Kepler-282 e,Kepler-282,44.347,3.1,56.2,2013,Transit
KMT-2021-BLG-1898L b,KMT-2021-BLG-1898L,,,232.01473711,2022,Microlensing
7 CMa c,7 CMa,996.0,,,2019,Radial Velocity
TOI-4342 b,TOI-4342,5.5382498,2.266,,2023,Transit
Kepler-1774 b,Kepler-1774,59.77080154,3.18179549,,2021,Transit
Kepler-362 c,Kepler-362,37.866281,1.45,,2014,Transit
GJ 3998 d,GJ 3998,41.78,,,2025,Radial Velocity
Kepler-100 e,Kepler-100,60.888588,,,2023,Radial Velocity
TOI-2134 c,TOI-2134,95.5,7.27,41.89,2023,Transit
SR 12 AB c,SR 12 AB,,,4131.62,2010,Imaging
Kepler-82 e,Kepler-82,5.902206,2.47,,2014,Transit
HAT-P-40 b,HAT-P-40,4.45724,17.03768,152.5584,2012,Transit
Kepler-1755 b,Kepler-1755,24.81209946,5.91688317,,2021,Transit
Kepler-346 c,Kepler-346,23.851549,3.07,,2014,Transit
Kepler-208 c,Kepler-208,7.466623,1.39,,2014,Transit
WASP-158 b,WASP-158,3.656333,11.99363,886.7457,2018,Transit
UKIRT-2017-BLG-001L b,UKIRT-2017-BLG-001L,,,407.0,2018,Microlensing
K2-206 b,K2-206,18.294549,2.79522879,,2018,Transit
GJ 2030 c,GJ 2030,25533.11353,,4069.15709482,2022,Radial Velocity
K2-74 b,K2-74,19.5666,2.31,,2016,Transit
Kepler-1674 b,Kepler-1674,62.5611,3.2057749,,2020,Transit
Kepler-932 b,Kepler-932,1.921437396,1.37,,2016,Transit
WASP-73 b,WASP-73,4.08722,15.91678,908.9938,2014,Transit
GJ 3138 d,GJ 3138,257.8,,,2017,Radial Velocity
HD 158259 c,HD 158259,3.432,,,2020,Radial Velocity
Kepler-917 b,Kepler-917,2.970414375,1.91,,2016,Transit
WASP-71 b,WASP-71,2.90367,13.22662,441.7837,2012,Transit
TOI-1347 c,TOI-1347,4.841962,1.6,6.4,2024,Transit
TOI-4994 b,TOI-4994,21.491984,8.54124329,88.99195396,2024,Transit
Kepler-552 b,Kepler-552,5.263415765,3.95,,2016,Transit
K2-110 b,K2-110,13.86375,2.592,15.9,2017,Transit
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,,,17.9,2019,Microlensing
HD 46375 b,HD 46375,3.023573,,,2000,Radial Velocity
Kepler-11 e,Kepler-11,31.9996,4.19,8.0,2010,Transit
Kepler-873 b,Kepler-873,20.5533844,3.75,,2016,Transit
HD 213885 b,HD 213885,1.008035,1.745,8.83,2019,Transit
gam Cep b,gam Cep,913.0,,2097.6674862,2003,Radial Velocity
TOI-1683.01,TOI-1683,3.0575356,2.6382,,2024,Transit
Kepler-1227 b,Kepler-1227,94.2887577,2.29,,2016,Transit
K2-238 b,K2-238,3.20466,14.5717,273.3338,2018,Transit
Kepler-1080 b,Kepler-1080,77.2548396,3.28,,2016,Transit
Kepler-355 b,Kepler-355,11.03189,1.46,,2014,Transit
K2-213 b,K2-213,8.13087,1.51398464,,2018,Transit
HD 72490 b,HD 72490,858.0,,,2018,Radial Velocity
K2-136 d,K2-136,25.575,1.565,3.0,2017,Transit
K2-46 b,K2-46,19.1541,2.05,,2016,Transit
KOI-1833 d,Kepler-968,7.685,2.58,11.02,2021,Transit
K2-43 c,K2-43,2.198884,2.42,,2019,Transit
Kepler-1617 b,Kepler-1617,27.4785572,1.2,,2016,Transit
Kepler-893 b,Kepler-893,6.33855761,3.03,,2016,Transit
Kepler-142 d,Kepler-142,41.809118,2.16,,2014,Transit
Kepler-1840 b,Kepler-1840,131.1900024,2.77771129,,2021,Transit
K2-347 b,K2-347,7.187257,2.41,,2021,Transit
Kepler-321 b,Kepler-321,4.915379,1.77,,2014,Transit
WASP-4 b,WASP-4,1.338231466,14.807089,376.94638,2007,Transit
Kepler-104 c,Kepler-104,23.668205,3.13,,2014,Transit
Kepler-68 e,Kepler-68,3455.0,,,2023,Radial Velocity
Kepler-1833 b,Kepler-1833,6.892129898,1.30027362,,2021,Transit
2MASS J02192210-3925225 b,2MASS J02192210-3925225,,16.14096,4417.837,2015,Imaging
Kepler-872 b,Kepler-872,2.578855068,1.99,,2016,Transit
Kepler-1649 b,Kepler-1649,8.689099,1.017,,2017,Transit
K2-374 b,K2-374,4.521953,1.593,,2022,Transit
Kepler-160 b,Kepler-160,4.309397,1.715,,2014,Transit
Kepler-1154 b,Kepler-1154,5.1856142,2.34,,2016,Transit
HD 37124 b,HD 37124,154.378,,,2002,Radial Velocity
WASP-162 b,WASP-162,9.62468,11.209,1652.716,2018,Transit
Kepler-487 b,Kepler-487,15.358768403,11.42,,2016,Transit
HD 33142 c,HD 33142,810.2,,,2018,Radial Velocity
Kepler-293 b,Kepler-293,19.254196,3.07,,2014,Transit
TOI-669 b,TOI-669,3.945152,2.58606487,10.0,2023,Transit
HD 37124 c,HD 37124,885.5,,,2002,Radial Velocity
Kepler-1196 b,Kepler-1196,66.1849031,2.23,,2016,Transit
Kepler-121 b,Kepler-121,3.177422,2.34,,2014,Transit
Kepler-1073 b,Kepler-1073,8.67888593,2.3,,2016,Transit
Kepler-1003 b,Kepler-1003,3.554856915,1.78,,2016,Transit
Kepler-167 e,Kepler-167,1071.23205,10.16,321.00669107,2016,Transit
LP 791-18 c,LP 791-18,4.9899093,2.438,7.1,2019,Transit
Kepler-169 d,Kepler-169,8.348125,1.25,,2014,Transit
TIC 46432937 b,TIC 46432937,1.44044527,13.31626907,1017.0509024,2024,Transit
Kepler-1066 b,Kepler-1066,1.931559839,2.36,,2016,Transit
Kepler-316 c,Kepler-316,6.827766,1.16,,2014,Transit
Kepler-1686 b,Kepler-1686,9.30987,1.42553017,,2020,Transit
Kepler-1704 b,Kepler-1704,988.88112,11.94877343,1322.16617312,2013,Transit
Kepler-1224 b,Kepler-1224,13.32351601,1.33,,2016,Transit
K2-331 b,K2-331,9.398977,1.79,,2021,Transit
TOI-3819 b,TOI-3819,3.2443141,13.13692538,352.78953177,2023,Transit
Kepler-364 b,Kepler-364,25.745718,1.55,,2014,Transit
TOI-4010 e,TOI-4010,762.0,,,2023,Radial Velocity
TOI-776 b,TOI-776,8.24662,1.798,5.0,2020,Transit
Kepler-1457 b,Kepler-1457,51.1110243,1.99,,2016,Transit
TOI-181 b,TOI-181,4.532,6.9559,46.1687,2023,Transit
